title,type,country,release_year,rating,genres,platform
Below Zero,Movie,Spain,2021,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
Finding ‘Ohana,Movie,United States,2021,PG,"['Children & Family Movies', 'Comedies']",Netflix
The Dig,Movie,United Kingdom,2021,PG-13,"['Dramas', 'International Movies']",Netflix
We Are: The Brooklyn Saints,TV Show,United States,2021,TV-14,['Docuseries'],Netflix
June & Kopi,Movie,Indonesia,2021,TV-PG,"['Children & Family Movies', 'Dramas', 'International Movies']",Netflix
50M2,TV Show,Turkey,2021,TV-MA,"['International TV Shows', 'TV Dramas', 'TV Thrillers']",Netflix
Accomplice,Movie,United States,2021,TV-14,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
BONDING,TV Show,United States,2021,TV-MA,"['TV Comedies', 'TV Dramas']",Netflix
Kilometers and Kilometers,Movie,India,2020,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Outlander,TV Show,United States,2018,TV-MA,"['Romantic TV Shows', 'TV Action & Adventure', 'TV Dramas']",Netflix
Penguin Bloom,Movie,"Australia, United States",2021,TV-14,"['Children & Family Movies', 'Dramas']",Netflix
Black Rose,Movie,Nigeria,2018,TV-14,"['Dramas', 'International Movies']",Netflix
Go Dog Go,TV Show,"United States, United Kingdom",2021,TV-Y,"[""Kids' TV""]",Netflix
Hire a Woman,Movie,,2019,TV-14,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
She Is,Movie,,2019,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Blown Away,TV Show,Canada,2021,TV-14,"['International TV Shows', 'Reality TV']",Netflix
Busted!,TV Show,South Korea,2021,TV-14,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']",Netflix
Demon Slayer: Kimetsu no Yaiba,TV Show,Japan,2019,TV-14,"['Anime Series', 'International TV Shows']",Netflix
So My Grandma’s a Lesbian!,Movie,"Portugal, Spain",2020,TV-MA,"['Comedies', 'International Movies', 'LGBTQ Movies']",Netflix
The Next Three Days,Movie,"United States, France",2010,PG-13,"['Dramas', 'Thrillers']",Netflix
The White Tiger,Movie,"India, United States",2021,R,['Dramas'],Netflix
Friendsgiving,Movie,United States,2020,R,['Comedies'],Netflix
The Shadow of Violence,Movie,"United Kingdom, Ireland",2020,R,['Dramas'],Netflix
Cut Throat City,Movie,United States,2020,R,['Dramas'],Netflix
Daughter From Another Mother,TV Show,Mexico,2021,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']",Netflix
Sightless,Movie,United States,2020,TV-14,['Thrillers'],Netflix
Spycraft,TV Show,United States,2021,TV-MA,"['Docuseries', 'Science & Nature TV']",Netflix
Hello Ninja,TV Show,United States,2021,TV-Y,"[""Kids' TV""]",Netflix
Homefront,Movie,United States,2013,R,['Action & Adventure'],Netflix
A Monster Calls,Movie,"United Kingdom, Spain, United States",2016,PG-13,"['Dramas', 'Sci-Fi & Fantasy']",Netflix
Death of Me,Movie,"United States, Thailand",2020,R,['Horror Movies'],Netflix
Radium Girls,Movie,United States,2018,TV-14,"['Dramas', 'Independent Movies']",Netflix
Bling Empire,TV Show,United States,2021,TV-MA,['Reality TV'],Netflix
Carmen Sandiego,TV Show,United States,2021,TV-Y7,"[""Kids' TV"", 'TV Thrillers']",Netflix
Disenchantment,TV Show,United States,2021,TV-14,"['TV Action & Adventure', 'TV Comedies', 'TV Sci-Fi & Fantasy']",Netflix
Double Dad,Movie,Brazil,2020,TV-G,"['Children & Family Movies', 'Comedies', 'Dramas']",Netflix
Henry Danger,TV Show,United States,2016,TV-G,"[""Kids' TV"", 'TV Comedies']",Netflix
Outside the Wire,Movie,"Hungary, United States",2021,R,['Action & Adventure'],Netflix
Penguins of Madagascar: The Movie,Movie,United States,2014,PG,"['Children & Family Movies', 'Comedies']",Netflix
Pinkfong & Baby Shark's Space Adventure,Movie,"United States, South Korea",2019,TV-Y,['Children & Family Movies'],Netflix
The Magicians,TV Show,"United States, Canada",2020,TV-MA,"['TV Dramas', 'TV Sci-Fi & Fantasy']",Netflix
The Vanished,Movie,United States,2020,R,['Thrillers'],Netflix
Tribhanga - Tedhi Medhi Crazy,Movie,India,2021,TV-MA,"['Dramas', 'International Movies']",Netflix
What Would Sophia Loren Do?,Movie,United States,2021,TV-14,['Documentaries'],Netflix
Wish You,Movie,South Korea,2021,TV-PG,"['Dramas', 'International Movies', 'LGBTQ Movies']",Netflix
Tanda Tanya,Movie,Indonesia,2011,TV-MA,"['Dramas', 'International Movies']",Netflix
The Heartbreak Club,Movie,Indonesia,2020,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
An Imperfect Murder,Movie,United States,2017,R,"['Dramas', 'Thrillers']",Netflix
Night Stalker: The Hunt for a Serial Killer,TV Show,United States,2021,TV-MA,"['Crime TV Shows', 'Docuseries']",Netflix
Al acecho,Movie,Argentina,2019,TV-MA,"['International Movies', 'Thrillers']",Netflix
Chris Rock Total Blackout: The Tamborine Extended Cut,Movie,,2021,TV-MA,['Stand-Up Comedy'],Netflix
Last Tango in Halifax,TV Show,United Kingdom,2020,TV-MA,"['British TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
"Crack: Cocaine, Corruption & Conspiracy",Movie,United States,2021,TV-MA,['Documentaries'],Netflix
The Intouchables,Movie,France,2011,R,"['Comedies', 'Dramas', 'International Movies']",Netflix
Apaharan,Movie,India,2005,TV-14,"['Dramas', 'International Movies']",Netflix
BluffMaster!,Movie,India,2005,TV-14,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Charming,Movie,"Canada, United States, Cayman Islands",2021,TV-Y7,"['Children & Family Movies', 'Comedies']",Netflix
Creating The Queen's Gambit,Movie,United States,2021,TV-14,['Documentaries'],Netflix
Gangaajal,Movie,India,2003,TV-MA,"['Dramas', 'International Movies']",Netflix
Inside the World’s Toughest Prisons,TV Show,United Kingdom,2021,TV-MA,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",Netflix
Is Love Enough? Sir,Movie,"India, France",2018,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Mighty Little Bheem: Kite Festival,TV Show,India,2021,TV-Y,"[""Kids' TV"", 'TV Comedies']",Netflix
Pretend It’s a City,TV Show,United States,2021,TV-14,['Docuseries'],Netflix
Stuck Apart,Movie,Turkey,2021,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
The Idhun Chronicles,TV Show,Spain,2021,TV-14,"['Anime Series', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
100% Halal,Movie,Indonesia,2020,TV-14,"['Dramas', 'International Movies']",Netflix
Leap!,Movie,"France, Canada",2016,PG,"['Children & Family Movies', 'Comedies']",Netflix
Pieces of a Woman,Movie,"Canada, Hungary, United States",2020,R,['Dramas'],Netflix
Ratones Paranoicos: The Band that Rocked Argentina,Movie,,2021,TV-MA,"['Documentaries', 'International Movies', 'Music & Musicals']",Netflix
Surviving Death,TV Show,United States,2021,TV-MA,"['Docuseries', 'Reality TV']",Netflix
Tony Parker: The Final Shot,Movie,France,2020,TV-14,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
History of Swear Words,TV Show,United States,2021,TV-MA,"['Docuseries', 'TV Comedies']",Netflix
Nailed It! Mexico,TV Show,"Mexico, United States",2021,TV-PG,"['International TV Shows', 'Reality TV', 'Spanish-Language TV Shows']",Netflix
Hello Brother,Movie,India,1999,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Korean Pork Belly Rhapsody,TV Show,,2020,TV-G,"['Docuseries', 'International TV Shows']",Netflix
QB1: Beyond the Lights,TV Show,United States,2019,TV-14,['Docuseries'],Netflix
Playing for Keeps,Movie,United States,2012,PG-13,"['Comedies', 'Romantic Movies', 'Sports Movies']",Netflix
Asphalt Burning,Movie,Norway,2020,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Bad Grandpa .5,Movie,United States,2014,TV-MA,['Comedies'],Netflix
Case 39,Movie,"United States, Canada",2009,R,"['Horror Movies', 'Thrillers']",Netflix
Cobra Kai,TV Show,United States,2021,TV-14,"['TV Action & Adventure', 'TV Comedies', 'TV Dramas']",Netflix
Dream Home Makeover,TV Show,United States,2021,TV-G,['Reality TV'],Netflix
Eddie Murphy: Raw,Movie,United States,1987,R,['Stand-Up Comedy'],Netflix
Full Out 2: You Got This!,Movie,United States,2020,TV-Y,"['Children & Family Movies', 'Dramas', 'Sports Movies']",Netflix
Gimme Shelter,Movie,United States,2013,PG-13,"['Dramas', 'Independent Movies']",Netflix
Good Burger,Movie,United States,1997,PG,"['Children & Family Movies', 'Comedies']",Netflix
Good Hair,Movie,United States,2009,PG-13,['Documentaries'],Netflix
Headspace Guide to Meditation,TV Show,United States,2021,TV-G,"['Docuseries', 'Science & Nature TV']",Netflix
Into the Wild,Movie,United States,2007,R,"['Action & Adventure', 'Dramas', 'Independent Movies']",Netflix
Jenni Rivera: Mariposa de Barrio,TV Show,United States,2017,TV-MA,"['Spanish-Language TV Shows', 'TV Dramas']",Netflix
London Heist,Movie,United Kingdom,2017,R,['Action & Adventure'],Netflix
Mean Girls 2,Movie,United States,2011,PG-13,['Comedies'],Netflix
Monarca,TV Show,Mexico,2021,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
Mystic Pizza,Movie,United States,1988,R,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Running Man,TV Show,,2020,TV-Y7,"[""Kids' TV"", 'TV Comedies']",Netflix
The Cat in the Hat Knows a Lot About That!,TV Show,"Canada, United Kingdom, United States",2014,TV-Y,"[""Kids' TV""]",Netflix
The Creative Brain,Movie,United States,2019,TV-14,['Documentaries'],Netflix
The Haunted Hathaways,TV Show,United States,2013,TV-G,"[""Kids' TV"", 'TV Comedies', 'TV Sci-Fi & Fantasy']",Netflix
The Minimalists: Less Is Now,Movie,United States,2021,TV-14,['Documentaries'],Netflix
Unknown,Movie,"United Kingdom, Germany, France, United States",2011,PG-13,"['Action & Adventure', 'Thrillers']",Netflix
What Happened to Mr. Cha?,Movie,South Korea,2021,TV-MA,"['Comedies', 'International Movies']",Netflix
What's Eating Gilbert Grape,Movie,United States,1993,PG-13,"['Classic Movies', 'Dramas', 'Independent Movies']",Netflix
Alaska Is a Drag,Movie,United States,2017,TV-MA,"['Dramas', 'LGBTQ Movies']",Netflix
Best of Stand-Up 2020,Movie,,2020,TV-MA,['Stand-Up Comedy'],Netflix
Bobby Jasoos,Movie,India,2014,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Chilling Adventures of Sabrina,TV Show,United States,2020,TV-14,"['TV Horror', 'TV Mysteries', 'TV Sci-Fi & Fantasy']",Netflix
Tarung Sarung,Movie,Indonesia,2020,TV-PG,"['Action & Adventure', 'Dramas', 'Faith & Spirituality']",Netflix
Too Handsome to Handle,Movie,Indonesia,2019,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Best Leftovers Ever!,TV Show,United States,2020,TV-G,['Reality TV'],Netflix
Dare Me,TV Show,United States,2019,TV-MA,"['Crime TV Shows', 'TV Dramas', 'TV Thrillers']",Netflix
Equinox,TV Show,"Denmark, United States",2020,TV-MA,"['International TV Shows', 'TV Mysteries', 'TV Thrillers']",Netflix
SanPa: Sins of the Savior,TV Show,Italy,2020,TV-MA,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Still Game,TV Show,United Kingdom,2018,TV-14,"['British TV Shows', 'Classic & Cult TV', 'International TV Shows']",Netflix
The Rope Curse 2,Movie,Taiwan,2020,TV-MA,"['Horror Movies', 'International Movies']",Netflix
Transformers: War for Cybertron: Earthrise,TV Show,,2020,TV-Y7,['Anime Series'],Netflix
A Love So Beautiful,TV Show,South Korea,2020,TV-PG,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Cops and Robbers,Movie,United States,2020,PG-13,['Dramas'],Netflix
Rango,Movie,"United States, Canada",2011,PG,"['Children & Family Movies', 'Comedies']",Netflix
Death to 2020,Movie,United States,2020,TV-MA,['Comedies'],Netflix
Sakho & Mangane,TV Show,Senegal,2019,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
DNA,Movie,"France, Algeria",2020,TV-MA,"['Dramas', 'International Movies']",Netflix
Regiment Diaries,TV Show,India,2020,TV-PG,"['Docuseries', 'International TV Shows']",Netflix
The Magic School Bus Rides Again In the Zone,Movie,Canada,2020,TV-Y,['Children & Family Movies'],Netflix
AK vs AK,Movie,India,2020,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Bridgerton,TV Show,United States,2020,TV-MA,"['Romantic TV Shows', 'TV Dramas']",Netflix
Isa Pa with Feelings,Movie,Philippines,2019,TV-G,"['International Movies', 'Romantic Movies']",Netflix
We Can Be Heroes,Movie,United States,2020,PG,"['Children & Family Movies', 'Comedies']",Netflix
Bridezilla,Movie,Indonesia,2019,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Cemara's Family,Movie,Indonesia,2018,TV-G,"['Children & Family Movies', 'Dramas', 'International Movies']",Netflix
"Hello, Love, Goodbye",Movie,Philippines,2019,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
The History of Future Folk,Movie,United States,2012,TV-14,"['Action & Adventure', 'Comedies', 'Independent Movies']",Netflix
The Midnight Sky,Movie,United States,2020,PG-13,['Dramas'],Netflix
Your Name Engraved Herein,Movie,Taiwan,2020,TV-MA,"['Dramas', 'International Movies', 'LGBTQ Movies']",Netflix
After We Collided,Movie,United States,2020,R,"['Dramas', 'Romantic Movies']",Netflix
London Hughes: To Catch a D*ck,Movie,United States,2020,TV-MA,['Stand-Up Comedy'],Netflix
Lovestruck in the City,TV Show,South Korea,2020,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
QLIMAX THE SOURCE,Movie,Netherlands,2020,TV-14,['Music & Musicals'],Netflix
Rhyme Time Town Singalongs,TV Show,United States,2020,TV-Y,"[""Kids' TV""]",Netflix
Shaun the Sheep,TV Show,"United Kingdom, Finland, Germany, United States, Australia, Japan, France, Ireland",2016,TV-Y,"['British TV Shows', ""Kids' TV"", 'TV Comedies']",Netflix
Shaun the Sheep: The Farmer’s Llamas,Movie,United Kingdom,2020,TV-Y,"['Children & Family Movies', 'Comedies']",Netflix
Timmy Time,TV Show,United Kingdom,2010,TV-Y,"['British TV Shows', ""Kids' TV""]",Netflix
"Ariana grande: excuse me, i love you",Movie,United States,2020,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
The Con Is On,Movie,"United States, United Kingdom",2018,R,['Comedies'],Netflix
Mohamed Hussein,Movie,Egypt,2019,TV-14,"['Comedies', 'International Movies']",Netflix
Rhys Nicholson Live at the Athenaeum,Movie,United Kingdom,2020,TV-MA,['Stand-Up Comedy'],Netflix
Atlas Shrugged: Part II,Movie,United States,2012,PG-13,['Dramas'],Netflix
Diamond City,TV Show,South Africa,2019,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Guest House,Movie,United States,2020,R,['Comedies'],Netflix
Home for Christmas,TV Show,Norway,2020,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Ma Rainey's Black Bottom,Movie,United States,2020,R,"['Dramas', 'Music & Musicals']",Netflix
Ma Rainey's Black Bottom: A Legacy Brought to Screen,Movie,,2020,TV-PG,"['Documentaries', 'Music & Musicals']",Netflix
Mukhsin,Movie,Malaysia,2006,TV-PG,"['Children & Family Movies', 'Comedies', 'Dramas']",Netflix
Paava Kadhaigal,TV Show,India,2020,TV-MA,"['International TV Shows', 'TV Dramas']",Netflix
Rabun,Movie,Malaysia,2004,TV-PG,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Talentime,Movie,Malaysia,2009,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
An Unremarkable Christmas,Movie,Colombia,2020,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Braven,Movie,Canada,2018,R,['Action & Adventure'],Netflix
Eggnoid: Love & Time Portal,Movie,Indonesia,2019,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Love You to the Stars and Back,Movie,Philippines,2017,TV-14,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Morphle,TV Show,Netherlands,2020,TV-Y,"['British TV Shows', ""Kids' TV""]",Netflix
Run On,TV Show,South Korea,2020,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Sakaling Maging Tayo,Movie,Philippines,2019,TV-14,"['International Movies', 'Romantic Movies']",Netflix
Schulz Saves America,TV Show,United States,2020,TV-MA,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",Netflix
The Wedding Shaman,Movie,,2019,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Anitta: Made In Honório,TV Show,Brazil,2020,TV-MA,"['Docuseries', 'International TV Shows']",Netflix
BREAK IT ALL: The History of Rock in Latin America,TV Show,,2020,TV-MA,"['Docuseries', 'Spanish-Language TV Shows']",Netflix
Bwakaw,Movie,"Philippines, Canada, United Kingdom, United States",2012,TV-MA,"['Dramas', 'International Movies', 'LGBTQ Movies']",Netflix
How To Ruin Christmas,TV Show,South Africa,2020,TV-MA,"['International TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Incarnate,Movie,United States,2016,PG-13,"['Horror Movies', 'Thrillers']",Netflix
Lee Daniels' The Butler,Movie,United States,2013,PG-13,['Dramas'],Netflix
Marvel Anime: Wolverine,TV Show,"United States, Japan",2011,TV-14,"['Anime Series', 'International TV Shows']",Netflix
Marvel Anime: X-Men,TV Show,Japan,2011,TV-14,"['Anime Series', 'International TV Shows']",Netflix
Nocturnal Animals,Movie,United States,2016,R,"['Dramas', 'Thrillers']",Netflix
The Ripper,TV Show,United Kingdom,2020,TV-MA,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",Netflix
Vir Das: Outside In - The Lockdown Special,Movie,India,2020,TV-MA,['Stand-Up Comedy'],Netflix
Black Ink Crew New York,TV Show,United States,2014,TV-14,['Reality TV'],Netflix
Grizzlies,Movie,Canada,2018,R,"['Dramas', 'Independent Movies', 'Sports Movies']",Netflix
Pup Academy,TV Show,United States,2020,TV-Y,"[""Kids' TV"", 'TV Comedies']",Netflix
Song Exploder,TV Show,United States,2020,TV-MA,['Docuseries'],Netflix
Teen Mom 2,TV Show,United States,2011,TV-14,['Reality TV'],Netflix
The Challenge,TV Show,United States,2006,TV-14,['Reality TV'],Netflix
The Professor and the Madman,Movie,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",2019,TV-14,"['Dramas', 'Independent Movies']",Netflix
A California Christmas,Movie,United States,2020,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Hilda,TV Show,"United Kingdom, Canada, United States",2021,TV-Y7,"[""Kids' TV""]",Netflix
Tiny Pretty Things,TV Show,United States,2020,TV-MA,"['TV Dramas', 'TV Mysteries', 'TV Thrillers']",Netflix
The Netflix Afterparty: The Best Shows of The Worst Year,Movie,United States,2020,TV-MA,['Comedies'],Netflix
Children of Adam,TV Show,Lebanon,2020,TV-14,"['International TV Shows', 'TV Dramas', 'TV Thrillers']",Netflix
Grizzy et les Lemmings,TV Show,France,2018,TV-Y,"[""Kids' TV"", 'TV Comedies']",Netflix
A Trash Truck Christmas,Movie,,2020,TV-Y,['Children & Family Movies'],Netflix
Canvas,Movie,United States,2020,G,"['Children & Family Movies', 'Dramas']",Netflix
