title,type,country,release_year,rating,genres,platform
Rascal Does Not Dream of Bunny Girl Senpai,TV Show,Japan,2018,TV-14,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",Netflix
The Creative Indians,TV Show,India,2020,TV-MA,"['Docuseries', 'International TV Shows']",Netflix
The Piano,Movie,"New Zealand, Australia, France, United States",1993,R,"['Classic Movies', 'Dramas', 'Independent Movies']",Netflix
Unroyal,Movie,,2020,TV-MA,"['Dramas', 'International Movies']",Netflix
Winx Club,TV Show,Italy,2015,TV-Y7,"[""Kids' TV""]",Netflix
Beckett,Movie,"Italy, Brazil, Greece",2021,TV-MA,['Action & Adventure'],Netflix
Brand New Cherry Flavor,TV Show,United States,2021,TV-MA,"['TV Dramas', 'TV Horror', 'TV Mysteries']",Netflix
Fast & Furious Spy Racers,TV Show,United States,2021,TV-Y7,"[""Kids' TV""]",Netflix
Gone for Good,TV Show,France,2021,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Grace and Frankie,TV Show,United States,2021,TV-MA,"['TV Comedies', 'TV Dramas']",Netflix
The Kingdom,TV Show,Argentina,2021,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
Valeria,TV Show,Spain,2021,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']",Netflix
AlRawabi School for Girls,TV Show,Jordan,2021,TV-14,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']",Netflix
Lokillo: Nothing's the Same,Movie,Colombia,2021,TV-MA,['Stand-Up Comedy'],Netflix
Monster Hunter: Legends of the Guild,Movie,"United States, Japan",2021,TV-PG,"['Action & Adventure', 'Anime Features', 'Children & Family Movies']",Netflix
Bake Squad,TV Show,United States,2021,TV-PG,['Reality TV'],Netflix
Brother Jekwu,Movie,Nigeria,2016,TV-14,"['Comedies', 'International Movies']",Netflix
La diosa del asfalto,Movie,Mexico,2020,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Misha and the Wolves,Movie,"Belgium, United Kingdom",2021,PG-13,"['Documentaries', 'International Movies']",Netflix
The Kissing Booth 3,Movie,"United Kingdom, United States",2021,TV-14,"['Comedies', 'Romantic Movies']",Netflix
The Railway Man,Movie,"Switzerland, United Kingdom, Australia",2013,R,"['Dramas', 'International Movies']",Netflix
Gabby's Dollhouse,TV Show,United States,2021,TV-Y,"[""Kids' TV""]",Netflix
I Need Romance,TV Show,,2021,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Las muñecas de la mafia,TV Show,Colombia,2018,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
The Crowned Clown,TV Show,South Korea,2019,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Untold: Malice at the Palace,Movie,United States,2021,TV-MA,"['Documentaries', 'Sports Movies']",Netflix
SHAMAN KING,TV Show,Japan,2021,TV-14,"['Anime Series', 'International TV Shows']",Netflix
Quartet,Movie,United Kingdom,2012,PG-13,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Slay,Movie,South Africa,2021,TV-MA,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Takizawa Kabuki ZERO 2020 The Movie,Movie,,2020,TV-PG,"['International Movies', 'Music & Musicals']",Netflix
The Paper Tigers,Movie,United States,2021,PG-13,"['Action & Adventure', 'Comedies']",Netflix
Hit & Run,TV Show,"Israel, United States",2021,TV-MA,"['TV Action & Adventure', 'TV Dramas', 'TV Mysteries']",Netflix
Navarasa,TV Show,India,2021,TV-MA,['TV Shows'],Netflix
Quam's Money,Movie,Nigeria,2020,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
The Swarm,Movie,France,2021,TV-14,"['Horror Movies', 'Independent Movies', 'International Movies']",Netflix
Vivo,Movie,"Canada, United States",2021,PG,"['Children & Family Movies', 'Music & Musicals']",Netflix
Chennai Express,Movie,India,2013,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
City of God: 10 Years Later,Movie,Brazil,2013,TV-MA,"['Documentaries', 'International Movies']",Netflix
Esperando la carroza,Movie,Argentina,1985,TV-MA,"['Comedies', 'Cult Movies', 'International Movies']",Netflix
Lady Boss: The Jackie Collins Story,Movie,United Kingdom,2021,TV-14,['Documentaries'],Netflix
Tango Feroz,Movie,"Argentina, Spain",1993,TV-MA,"['Classic Movies', 'Dramas', 'International Movies']",Netflix
'76,Movie,Nigeria,2016,TV-PG,"['Dramas', 'International Movies']",Netflix
Aftermath,Movie,United States,2021,TV-MA,['Horror Movies'],Netflix
American Masters: Inventing David Geffen,Movie,United States,2012,TV-MA,['Movies'],Netflix
Car Masters: Rust to Riches,TV Show,,2021,TV-PG,['Reality TV'],Netflix
Cocaine Cowboys: The Kings of Miami,TV Show,United States,2021,TV-MA,"['Crime TV Shows', 'Docuseries']",Netflix
Control Z,TV Show,Mexico,2021,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
Cooking With Paris,TV Show,United States,2021,TV-MA,['Reality TV'],Netflix
Autumn's Concerto,TV Show,Taiwan,2009,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Heavy,Movie,United States,1995,R,"['Dramas', 'Independent Movies', 'Romantic Movies']",Netflix
Ije: The Journey,Movie,"United States, Nigeria",2010,TV-MA,"['Dramas', 'International Movies']",Netflix
Office Girls,TV Show,Taiwan,2011,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Pray Away,Movie,United States,2021,PG-13,"['Documentaries', 'LGBTQ Movies']",Netflix
Shiny_Flakes: The Teenage Drug Lord,Movie,,2021,TV-MA,"['Documentaries', 'International Movies']",Netflix
The Prince Who Turns into a Frog,TV Show,Taiwan,2005,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Top Secret UFO Projects: Declassified,TV Show,,2021,TV-PG,['Docuseries'],Netflix
Two Fathers,TV Show,Taiwan,2013,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
You're My Destiny,TV Show,Taiwan,2008,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
30 Rock,TV Show,United States,2012,TV-14,['TV Comedies'],Netflix
44 Cats,TV Show,Italy,2020,TV-Y7,"[""Kids' TV""]",Netflix
Beethoven,Movie,United States,1992,PG,"['Children & Family Movies', 'Comedies']",Netflix
Beethoven's 2nd,Movie,United States,1993,PG,"['Children & Family Movies', 'Comedies']",Netflix
Beowulf,Movie,"United States, United Kingdom",2007,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
Boyka: Undisputed,Movie,"Bulgaria, United States",2016,R,['Action & Adventure'],Netflix
Catch Me If You Can,Movie,"United States, Canada",2002,PG-13,['Dramas'],Netflix
Cloudy with a Chance of Meatballs,Movie,"United States, Canada",2009,PG,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']",Netflix
Darwin’s Game,TV Show,,2020,TV-MA,"['Anime Series', 'International TV Shows', 'TV Thrillers']",Netflix
Deep Blue Sea,Movie,"United States, Mexico",1999,R,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']",Netflix
Ferris Bueller's Day Off,Movie,United States,1986,PG-13,"['Classic Movies', 'Comedies', 'Cult Movies']",Netflix
Five Feet Apart,Movie,United States,2019,PG-13,"['Dramas', 'Romantic Movies']",Netflix
Freedomland,Movie,United States,2006,R,"['Dramas', 'Thrillers']",Netflix
Friday Night Lights,TV Show,,2010,TV-14,"['TV Dramas', 'Teen TV Shows']",Netflix
Good Luck Chuck,Movie,"United States, Canada",2007,R,"['Comedies', 'Romantic Movies']",Netflix
Hunter X Hunter (2011),TV Show,Japan,2014,TV-14,"['Anime Series', 'International TV Shows']",Netflix
I missed you: Director's Cut,Movie,,2021,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Inception,Movie,"United States, United Kingdom",2010,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy', 'Thrillers']",Netflix
Magnolia,Movie,United States,1999,R,"['Dramas', 'Independent Movies']",Netflix
Major Payne,Movie,United States,1995,PG-13,['Comedies'],Netflix
My Girl,Movie,United States,1991,PG-13,['Dramas'],Netflix
My Girl 2,Movie,United States,1994,PG,"['Children & Family Movies', 'Comedies', 'Dramas']",Netflix
Open Season: Scared Silly,Movie,"United States, Canada",2015,PG,"['Children & Family Movies', 'Comedies']",Netflix
Pineapple Express,Movie,United States,2008,R,"['Action & Adventure', 'Comedies']",Netflix
Planet 51,Movie,"Spain, United Kingdom, United States",2009,PG,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']",Netflix
Poms,Movie,"United Kingdom, United States",2019,PG-13,['Comedies'],Netflix
Seabiscuit,Movie,United States,2003,PG-13,"['Dramas', 'Sports Movies']",Netflix
Space Cowboys,Movie,United States,2000,PG-13,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy']",Netflix
Team America: World Police,Movie,"United States, Germany",2004,R,"['Action & Adventure', 'Comedies', 'Cult Movies']",Netflix
The Edge of Seventeen,Movie,"United States, China",2016,R,"['Comedies', 'Dramas']",Netflix
The Haunting in Connecticut 2: Ghosts of Georgia,Movie,United States,2013,R,['Horror Movies'],Netflix
The Last Boy Scout,Movie,United States,1991,R,"['Action & Adventure', 'Comedies']",Netflix
The Lincoln Lawyer,Movie,United States,2011,R,"['Dramas', 'Thrillers']",Netflix
The Losers,Movie,"United States, France",2010,PG-13,['Action & Adventure'],Netflix
The Machinist,Movie,"Spain, France, United Kingdom, United States",2004,R,"['Dramas', 'Independent Movies', 'Thrillers']",Netflix
The Net,Movie,United States,1995,PG-13,['Thrillers'],Netflix
The Original Kings of Comedy,Movie,United States,2000,R,['Stand-Up Comedy'],Netflix
Valentine's Day,Movie,United States,2010,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Charmed,TV Show,United States,2021,TV-14,"['TV Dramas', 'TV Sci-Fi & Fantasy']",Netflix
The Lost Café,Movie,,2018,TV-14,"['Dramas', 'International Movies']",Netflix
The Vault,Movie,,2021,R,"['Action & Adventure', 'International Movies', 'Thrillers']",Netflix
Centaurworld,TV Show,,2021,TV-Y7,"[""Kids' TV"", 'TV Comedies']",Netflix
Eyes of a Thief,Movie,", France, Algeria",2014,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Glow Up,TV Show,United Kingdom,2021,TV-14,"['British TV Shows', 'International TV Shows', 'Reality TV']",Netflix
I'm Glad I Did,Movie,,2020,TV-14,"['Documentaries', 'International Movies']",Netflix
Khawatir,TV Show,,2009,TV-14,"['International TV Shows', 'Reality TV']",Netflix
Myth & Mogul: John DeLorean,TV Show,,2021,TV-14,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",Netflix
Outer Banks,TV Show,United States,2021,TV-MA,"['TV Action & Adventure', 'TV Dramas', 'Teen TV Shows']",Netflix
Pomegranates and Myrrh,Movie,,2009,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Rurouni Kenshin: The Beginning,Movie,,2021,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
The Last Mercenary,Movie,,2021,TV-MA,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Flower Girl,Movie,Nigeria,2013,TV-PG,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Resort to Love,Movie,,2021,TV-14,"['Comedies', 'Romantic Movies']",Netflix
Transformers: War for Cybertron: Kingdom,TV Show,,2021,TV-Y7,['Anime Series'],Netflix
Bartkowiak,Movie,Poland,2021,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
Fantastic Fungi,Movie,United States,2019,TV-14,['Documentaries'],Netflix
Tattoo Redo,TV Show,,2021,TV-MA,['Reality TV'],Netflix
The Flash,TV Show,United States,2021,TV-14,"['Crime TV Shows', 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']",Netflix
The Snitch Cartel: Origins,TV Show,,2021,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
All American,TV Show,United States,2021,TV-14,"['TV Dramas', 'Teen TV Shows']",Netflix
Department,Movie,India,2012,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
Hostage House,Movie,,2021,TV-14,['Thrillers'],Netflix
How to Sell Drugs Online (Fast),TV Show,Germany,2021,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Comedies']",Netflix
Mighty Express,TV Show,"United States, Canada",2021,TV-Y,"[""Kids' TV""]",Netflix
Mimi,Movie,,2021,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Plastic Cup Boyz: Laughing My Mask Off!,TV Show,,2021,TV-MA,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",Netflix
The Operative,Movie,"France, Israel, Germany, United States, United Kingdom",2019,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
The Walking Dead,TV Show,United States,2019,TV-MA,"['Classic & Cult TV', 'TV Action & Adventure', 'TV Dramas']",Netflix
Wynonna Earp,TV Show,"Canada, United States",2020,TV-MA,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']",Netflix
Django Unchained,Movie,United States,2012,R,"['Action & Adventure', 'Dramas']",Netflix
A Second Chance:  Rivals!,Movie,Australia,2021,PG,"['Children & Family Movies', 'Sports Movies']",Netflix
African America,Movie,,2021,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Bankrolled,Movie,,2021,TV-MA,"['Comedies', 'International Movies']",Netflix
Blood Red Sky,Movie,,2021,TV-MA,"['Action & Adventure', 'Horror Movies', 'International Movies']",Netflix
Feels Like Ishq,TV Show,,2021,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Kingdom: Ashin of the North,Movie,,2021,TV-MA,"['Horror Movies', 'International Movies', 'Thrillers']",Netflix
Masters of the Universe: Revelation,TV Show,,2021,TV-PG,"['TV Action & Adventure', 'TV Sci-Fi & Fantasy']",Netflix
Revelations: The Masters of the Universe: Revelation Aftershow,TV Show,,2021,TV-PG,"['Anime Series', 'Stand-Up Comedy & Talk Shows']",Netflix
Sky Rojo,TV Show,Spain,2021,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Action & Adventure']",Netflix
The Last Letter From Your Lover,Movie,United Kingdom,2021,TV-MA,"['Dramas', 'Romantic Movies']",Netflix
The Movies That Made Us,TV Show,United States,2021,TV-MA,['Docuseries'],Netflix
9to5: The Story of a Movement,Movie,,2021,TV-MA,['Documentaries'],Netflix
Chhota Bheem - Dinosaur World,Movie,,2015,TV-Y,['Children & Family Movies'],Netflix
Chhota Bheem - Neeli Pahaadi,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem & Ganesh,Movie,,2009,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem & Krishna: Mayanagari,Movie,,2011,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem & Krishna: Pataliputra- City of the Dead,Movie,,2010,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem And The Broken Amulet,Movie,India,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem And The Crown of Valhalla,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem and the Incan Adventure,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem and The ShiNobi Secret,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem Aur Hanuman,Movie,,2012,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem aur Krishna,Movie,India,2009,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem aur Krishna vs Zimbara,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem in African Safari,Movie,,2015,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem Ka Roosi Romanch,Movie,,2019,TV-Y,['Children & Family Movies'],Netflix
Chhota Bheem: Bheem vs Aliens,Movie,,2010,TV-Y7,"['Children & Family Movies', 'Sports Movies']",Netflix
Chhota Bheem: Dholakpur to Kathmandu,Movie,,2012,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: Dus Pe Dus,Movie,,2014,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: Journey to Petra,Movie,,2011,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: Master of Shaolin,Movie,,2011,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: The Rise of Kirmada,Movie,,2012,TV-Y7,['Children & Family Movies'],Netflix
Chicago Med,TV Show,United States,2019,TV-14,['TV Dramas'],Netflix
Cousins,Movie,New Zealand,2021,TV-MA,['Dramas'],Netflix
Wannabe Courageous,Movie,,2019,TV-14,"['Comedies', 'International Movies']",Netflix
Words Bubble Up Like Soda Pop,Movie,,2021,TV-G,"['Anime Features', 'Children & Family Movies', 'International Movies']",Netflix
Sanitation Day,Movie,Nigeria,2020,TV-14,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Sexy Beasts,TV Show,,2021,TV-14,"['British TV Shows', 'International TV Shows', 'Reality TV']",Netflix
Too Hot to Handle: Brazil,TV Show,,2021,TV-MA,"['International TV Shows', 'Reality TV', 'Romantic TV Shows']",Netflix
Trollhunters: Rise of the Titans,Movie,,2021,TV-Y7,['Children & Family Movies'],Netflix
Milkwater,Movie,United States,2020,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Okupas,TV Show,Argentina,2020,TV-MA,"['Classic & Cult TV', 'Crime TV Shows', 'International TV Shows']",Netflix
Touch Your Heart,TV Show,,2019,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Romantic TV Shows']",Netflix
The Tambour of Retribution,Movie,Saudi Arabia,2021,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Cosmic Sin,Movie,United States,2021,R,['Action & Adventure'],Netflix
2 Weeks in Lagos,Movie,,2020,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Deep,Movie,Thailand,2021,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Explained,TV Show,United States,2021,TV-MA,"['Docuseries', 'Science & Nature TV']",Netflix
Fear Street Part 3: 1666,Movie,,2021,R,"['Horror Movies', 'LGBTQ Movies']",Netflix
Johnny Test,TV Show,"United States, Canada",2021,TV-Y7,"[""Kids' TV"", 'TV Comedies']",Netflix
La ley de Herodes,Movie,,1999,R,"['Comedies', 'International Movies']",Netflix
Naomi Osaka,TV Show,,2021,TV-14,['Docuseries'],Netflix
The Beguiled,Movie,United States,2017,R,"['Dramas', 'Independent Movies', 'Thrillers']",Netflix
The Book of Henry,Movie,United States,2017,PG-13,['Dramas'],Netflix
The Twilight Saga: Breaking Dawn: Part 1,Movie,United States,2011,PG-13,"['Dramas', 'Romantic Movies']",Netflix
The Twilight Saga: Breaking Dawn: Part 2,Movie,United States,2012,PG-13,"['Dramas', 'Romantic Movies']",Netflix
The Twilight Saga: Eclipse,Movie,United States,2010,PG-13,"['Dramas', 'Romantic Movies']",Netflix
The Twilight Saga: New Moon,Movie,United States,2009,PG-13,"['Dramas', 'Romantic Movies']",Netflix
Twilight,Movie,United States,2008,PG-13,"['Action & Adventure', 'Dramas', 'Romantic Movies']",Netflix
A Perfect Fit,Movie,Indonesia,2021,TV-PG,"['Comedies', 'Dramas', 'International Movies']",Netflix
BEASTARS,TV Show,Japan,2021,TV-MA,"['Anime Series', 'International TV Shows']",Netflix
Cheech & Chong's Still Smokin,Movie,,1983,TV-MA,"['Comedies', 'Cult Movies']",Netflix
Emicida: AmarElo - Live in São Paulo,Movie,,2021,TV-MA,"['Documentaries', 'International Movies', 'Music & Musicals']",Netflix
Her Private Life,TV Show,South Korea,2019,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Lift Like a Girl,Movie,"Egypt, Denmark, Germany",2021,TV-PG,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
My Amanda,Movie,,2021,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Never Have I Ever,TV Show,United States,2021,TV-14,"['TV Comedies', 'TV Dramas', 'Teen TV Shows']",Netflix
Surf's Up,Movie,"United States, Canada",2007,PG,"['Children & Family Movies', 'Comedies', 'Sports Movies']",Netflix
